,ticker1,ticker2,date
0,MMH4,MMM4,2024-03-21
1,MMM4,MMU4,2024-06-20
2,MMU4,MMZ4,2024-09-19
3,MMZ4,MMH5,2024-12-19
4,MMH5,MMM5,2025-03-20
5,MMM5,MMU5,2025-06-19
6,MMU5,MMZ5,2025-09-18
