,ticker1,ticker2,date
0,VBH4,VBM4,2024-03-21
1,VBM4,VBZ4,2024-07-23
2,VBZ4,VBH5,2024-12-19
3,VBH5,VBM5,2025-03-21
4,VBM5,VBU5,2025-06-19
5,VBU5,VBZ5,2025-09-18
