,ticker1,ticker2,date
0,KMH4,KMM4,2024-03-22
1,KMM4,KMU4,2024-06-20
2,KMU4,KMZ4,2024-09-05
3,KMZ4,KMH5,2024-12-19
4,KMH5,KMM5,2025-03-19
5,KMM5,KMU5,2025-06-23
6,KMU5,KMZ5,2025-09-04
