,ticker1,ticker2,date
0,SSH4,SSM4,2024-03-16
1,SSM4,SSU4,2024-06-18
2,SSU4,SSZ4,2024-09-24
3,SSZ4,SSH5,2024-12-19
4,SSH5,SSM5,2025-03-19
5,SSM5,SSU5,2025-06-20
6,SSU5,SSZ5,2025-09-18
