,ticker1,ticker2,date
0,NAH4,NAM4,2024-03-15
1,NAM4,NAU4,2024-06-20
2,NAU4,NAZ4,2024-09-20
3,NAZ4,NAH5,2024-12-20
4,NAH5,NAM5,2025-03-21
5,NAM5,NAU5,2025-06-20
6,NAU5,NAZ5,2025-09-19
