,ticker1,ticker2,date
0,GUH4,GUM4,2023-12-26
1,GUM4,GUU4,2024-06-20
2,GUU4,GUZ4,2024-09-17
3,GUZ4,GUH5,2024-12-19
4,GUH5,GUM5,2025-03-19
5,GUM5,GUU5,2025-06-14
6,GUU5,GUZ5,2025-09-16
