,ticker1,ticker2,date
0,MTH4,MTM4,2024-03-21
1,MTM4,MTU4,2024-06-21
2,MTU4,MTZ4,2024-09-19
3,MTZ4,MTH5,2024-12-19
4,MTH5,MTM5,2025-03-21
5,MTM5,MTU5,2025-06-14
6,MTU5,MTZ5,2025-09-18
