,ticker1,ticker2,date
0,MXH4,MXM4,2024-03-21
1,MXM4,MXU4,2024-06-20
2,MXU4,MXZ4,2024-09-19
3,MXZ4,MXH5,2024-12-19
4,MXH5,MXM5,2025-03-20
5,MXM5,MXU5,2025-06-19
6,MXU5,MXZ5,2025-09-18
