,ticker1,ticker2,date
0,FNH4,FNM4,2024-03-16
1,FNM4,FNU4,2024-06-24
2,FNU4,FNZ4,2024-09-20
3,FNZ4,FNH5,2024-12-18
4,FNH5,FNM5,2025-02-04
5,FNM5,FNU5,2025-04-03
6,FNU5,FNZ5,2025-07-26
