,ticker1,ticker2,date
0,MEH4,MEM4,2024-03-21
1,MEM4,MEU4,2024-06-21
2,MEU4,MEZ4,2024-09-20
3,MEZ4,MEH5,2024-12-19
4,MEH5,MEM5,2025-03-19
5,MEM5,MEU5,2025-06-11
6,MEU5,MEZ5,2025-09-19
