,ticker1,ticker2,date
0,TNH4,TNM4,2024-02-22
1,TNM4,TNU4,2024-06-20
2,TNU4,TNZ4,2024-09-18
3,TNZ4,TNH5,2024-12-19
4,TNH5,TNM5,2025-03-20
5,TNM5,TNU5,2025-06-11
6,TNU5,TNZ5,2025-09-18
