,ticker1,ticker2,date
0,BDM4,BDU4,2024-07-02
1,BDU4,BDZ4,2024-09-18
2,BDZ4,BDH5,2024-12-20
3,BDH5,BDM5,2025-03-20
4,BDM5,BDU5,2025-06-18
5,BDU5,BDZ5,2025-09-18
