,ticker1,ticker2,date
0,HKH4,HKM4,2024-03-22
1,HKM4,HKU4,2024-06-21
2,HKU4,HKZ4,2024-09-27
3,HKZ4,HKH5,2024-10-04
4,HKH5,HKM5,2024-11-06
5,HKM5,HKU5,2024-11-22
6,HKU5,HKZ5,2024-12-24
