,ticker1,ticker2,date
0,CRH4,CRM4,2024-03-21
1,CRM4,CRU4,2024-06-20
2,CRU4,CRZ4,2024-09-19
3,CRZ4,CRH5,2024-12-19
4,CRH5,CRM5,2025-03-20
5,CRM5,CRU5,2025-06-19
6,CRU5,CRZ5,2025-09-18
