,ticker1,ticker2,date
0,SFH4,SFM4,2024-03-18
1,SFM4,SFU4,2024-06-21
2,SFU4,SFZ4,2024-09-18
3,SFZ4,SFH5,2024-12-20
4,SFH5,SFM5,2025-03-20
5,SFM5,SFU5,2025-06-20
6,SFU5,SFZ5,2025-09-19
