,ticker1,ticker2,date
0,SXH4,SXM4,2024-03-15
1,SXM4,SXU4,2024-06-21
2,SXU4,SXZ4,2024-08-28
3,SXZ4,SXH5,2024-09-10
4,SXH5,SXM5,2025-03-18
5,SXM5,SXU5,2025-06-19
6,SXU5,SXZ5,2025-09-03
