,ticker1,ticker2,date
0,RTH4,RTM4,2024-03-21
1,RTM4,RTU4,2024-06-20
2,RTU4,RTZ4,2024-09-18
3,RTZ4,RTH5,2024-12-19
4,RTH5,RTM5,2025-03-20
5,RTM5,RTU5,2025-06-23
6,RTU5,RTZ5,2025-09-18
