,ticker1,ticker2,date
0,ALH4,ALM4,2024-03-21
1,ALM4,ALU4,2024-06-20
2,ALU4,ALZ4,2024-09-19
3,ALZ4,ALH5,2024-12-19
4,ALH5,ALM5,2025-03-20
5,ALM5,ALU5,2025-06-20
6,ALU5,ALZ5,2025-09-18
