,ticker1,ticker2,date
0,SRH4,SRM4,2024-03-21
1,SRM4,SRU4,2024-06-20
2,SRU4,SRZ4,2024-09-19
3,SRZ4,SRH5,2024-12-19
4,SRH5,SRM5,2025-03-20
5,SRM5,SRU5,2025-06-19
6,SRU5,SRZ5,2025-09-18
