,ticker1,ticker2,date
0,AEH4,AEM4,2023-08-24
1,AEM4,AEU4,2023-10-28
2,AEU4,AEZ4,2023-12-28
3,AEZ4,AEH5,2024-05-11
4,AEH5,AEM5,2024-10-10
5,AEM5,AEU5,2024-10-29
6,AEU5,AEZ5,2025-03-06
