,ticker1,ticker2,date
0,RLH4,RLM4,2024-03-22
1,RLM4,RLU4,2024-06-21
2,RLU4,RLZ4,2024-09-19
3,RLZ4,RLH5,2024-12-19
4,RLH5,RLM5,2025-03-19
5,RLM5,RLU5,2025-06-19
6,RLU5,RLZ5,2025-09-18
