,ticker1,ticker2,date
0,FEM4,FEU4,2024-07-09
1,FEU4,FEZ4,2024-09-19
2,FEZ4,FEH5,2024-12-18
3,FEH5,FEM5,2025-03-21
4,FEM5,FEU5,2025-06-19
5,FEU5,FEZ5,2025-09-12
