,ticker1,ticker2,date
0,EuH4,EuM4,2024-03-21
1,EuM4,EuU4,2024-06-20
2,EuU4,EuZ4,2024-09-20
3,EuZ4,EuH5,2024-12-19
4,EuH5,EuM5,2025-03-21
5,EuM5,EuU5,2025-06-19
6,EuU5,EuZ5,2025-09-18
