,ticker1,ticker2,date
0,SZH4,SZM4,2024-03-21
1,SZM4,SZU4,2024-06-20
2,SZU4,SZZ4,2024-09-20
3,SZZ4,SZH5,2024-12-20
4,SZH5,SZM5,2025-03-21
5,SZM5,SZU5,2025-06-20
6,SZU5,SZZ5,2025-09-19
