,ticker1,ticker2,date
0,CMH4,CMM4,2024-03-22
1,CMM4,CMU4,2024-06-20
2,CMU4,CMZ4,2024-09-14
3,CMZ4,CMH5,2024-12-17
4,CMH5,CMM5,2025-03-18
5,CMM5,CMU5,2025-06-19
6,CMU5,CMZ5,2025-09-19
