,ticker1,ticker2,date
0,CCZ4,CCH5,2024-12-16
1,CCH5,CCK5,2025-03-17
2,CCK5,CCN5,2025-05-15
3,CCN5,CCU5,2025-07-17
4,CCU5,CCZ5,2025-09-19
