,ticker1,ticker2,date
0,FLH4,FLM4,2024-03-22
1,FLM4,FLU4,2024-06-19
2,FLU4,FLZ4,2024-09-17
3,FLZ4,FLH5,2024-12-19
4,FLH5,FLM5,2025-03-20
5,FLM5,FLU5,2025-06-20
6,FLU5,FLZ5,2025-09-18
