,ticker1,ticker2,date
0,TTH4,TTM4,2024-03-21
1,TTM4,TTU4,2024-06-19
2,TTU4,TTZ4,2024-09-18
3,TTZ4,TTH5,2024-12-19
4,TTH5,TTM5,2025-03-20
5,TTM5,TTU5,2025-06-19
6,TTU5,TTZ5,2025-09-19
