,ticker1,ticker2,date
0,NRZ4,NRF5,2024-12-27
1,NRF5,NRG5,2025-01-29
2,NRG5,NRH5,2025-02-26
3,NRH5,NRJ5,2025-03-27
4,NRJ5,NRK5,2025-04-28
5,NRK5,NRM5,2025-05-28
6,NRM5,NRN5,2025-06-26
7,NRN5,NRQ5,2025-07-29
8,NRQ5,NRU5,2025-08-27
9,NRU5,NRV5,2025-09-26
10,NRV5,NRX5,2025-10-29
11,NRX5,NRZ5,2025-11-25
