,ticker1,ticker2,date
0,ISH4,ISM4,2024-02-29
1,ISM4,ISU4,2024-06-18
2,ISU4,ISZ4,2024-09-23
3,ISZ4,ISH5,2024-12-17
4,ISH5,ISM5,2025-03-21
5,ISM5,ISU5,2025-06-20
6,ISU5,ISZ5,2025-08-30
