,ticker1,ticker2,date
0,SCH4,SCM4,2024-04-05
1,SCM4,SCU4,2024-05-14
2,SCU4,SCZ4,2024-09-17
3,SCZ4,SCH5,2024-12-19
4,SCH5,SCM5,2025-03-19
5,SCM5,SCU5,2025-06-19
6,SCU5,SCZ5,2025-09-17
