,ticker1,ticker2,date
0,OGH4,OGM4,2024-03-13
1,OGM4,OGU4,2024-04-20
2,OGU4,OGZ4,2024-08-21
3,OGZ4,OGH5,2024-12-20
4,OGH5,OGM5,2025-02-12
5,OGM5,OGU5,2025-05-24
6,OGU5,OGZ5,2025-06-18
