,ticker1,ticker2,date
0,JPH4,JPM4,2024-03-20
1,JPM4,JPU4,2024-06-21
2,JPU4,JPZ4,2024-09-11
3,JPZ4,JPH5,2024-12-18
4,JPH5,JPM5,2025-03-20
5,JPM5,JPU5,2025-06-17
6,JPU5,JPZ5,2025-09-16
