,ticker1,ticker2,date
0,RUM4,RUU4,2024-06-19
1,RUU4,RUZ4,2024-09-19
2,RUZ4,RUH5,2024-12-18
3,RUH5,RUM5,2025-03-19
4,RUM5,RUU5,2025-06-20
5,RUU5,RUZ5,2025-08-05
