,ticker1,ticker2,date
0,EMU4,EMZ4,2024-08-20
1,EMZ4,EMH5,2024-12-20
2,EMH5,EMM5,2025-03-18
3,EMM5,EMU5,2025-04-12
4,EMU5,EMZ5,2025-05-27
