,ticker1,ticker2,date
0,MVH4,MVM4,2024-03-21
1,MVM4,MVU4,2024-07-02
2,MVU4,MVZ4,2024-09-20
3,MVZ4,MVH5,2024-12-17
4,MVH5,MVM5,2025-03-21
5,MVM5,MVU5,2025-06-17
6,MVU5,MVZ5,2025-09-29
